ForeignWorker,Single,Age,LoanAmount,OwnsHouse,Unemployed,Gender_F,Gender_M,ForeignWorker_scaled,Single_scaled,Age_scaled,LoanAmount_scaled,OwnsHouse_scaled,Unemployed_scaled,Gender_F_scaled,Gender_M_scaled,errors,TP,TN,FN,FP,errors_scaled,TP_scaled,TN_scaled,FN_scaled,FP_scaled,Shap_ForeignWorker,Shap_Single,Shap_Age,Shap_LoanAmount,Shap_OwnsHouse,Shap_Unemployed,Shap_Gender_F,Shap_Gender_M,Shap_ForeignWorker_scaled,Shap_Single_scaled,Shap_Age_scaled,Shap_LoanAmount_scaled,Shap_OwnsHouse_scaled,Shap_Unemployed_scaled,Shap_Gender_F_scaled,Shap_Gender_M_scaled,Error_Type
0.0,0.0,49.0,640.0,1.0,0.0,0.0,1.0,-0.18569533817705186,-1.0907708383972365,1.1483283574425804,-0.8471251684197026,0.6081636405595373,-0.26003011049297614,-0.6912543036504517,0.6912543036504518,0.0,1.0,0.0,0.0,0.0,-0.7611979917678671,0.8931054757741278,-0.288541085302871,-0.40967609299032576,-0.5359458509313887,0.0019660329968507976,-0.036228667420455996,-0.012209023665011967,-0.22902115559708652,0.03109194605726168,-0.011163652131902523,0.018063035426736516,-0.01229851566639127,1.5137332410943185,-1.0563717888140984,1.5274528843212494,-1.2955278673463408,1.5078659627628277,-1.3800788108897133,1.469730948812112,-1.158074748773073,TP
0.0,1.0,63.0,6836.0,1.0,0.0,0.0,1.0,-0.18569533817705186,0.9167828519044258,2.3275408516378953,1.2186326125076279,0.6081636405595373,-0.26003011049297614,-0.6912543036504517,0.6912543036504518,1.0,0.0,0.0,0.0,1.0,-0.7611979917678671,0.8931054757741278,-0.288541085302871,-0.40967609299032576,-0.5359458509313887,-0.0010069832168626643,0.02835787298058641,-0.038878675735115255,-0.17369749528373854,-0.01503682918566206,-0.00924499268097573,-0.0011178856513969558,0.0008249887731651487,-0.7242390964141415,0.8594588773743963,-0.6491424104001736,0.8535490334693517,-0.7362767568644178,0.8328250465402945,-0.4764619377035854,0.8635021194093468,FP
0.0,1.0,39.0,2212.0,1.0,0.0,0.0,1.0,-0.18569533817705186,0.9167828519044258,0.3060337187316412,-0.3230174809410449,0.6081636405595373,-0.26003011049297614,-0.6912543036504517,0.6912543036504518,0.0,1.0,0.0,0.0,0.0,-0.7611979917678671,0.8931054757741278,-0.288541085302871,-0.40967609299032576,-0.5359458509313887,-0.0010069832168626643,0.02835787298058641,-0.038878675735115255,-0.17369749528373854,-0.01503682918566206,-0.00924499268097573,-0.0011178856513969558,0.0008249887731651487,-0.7242390964141415,0.8594588773743963,-0.6491424104001736,0.8535490334693517,-0.7362767568644178,0.8328250465402945,-0.4764619377035854,0.8635021194093468,TP
0.0,0.0,62.0,3757.0,0.0,0.0,1.0,0.0,-0.18569533817705186,-1.0907708383972365,2.2433113877668016,0.19208835694351378,-1.644294287438749,-0.26003011049297614,1.446645604546822,-1.4466456045468217,1.0,0.0,0.0,1.0,0.0,1.3137186524591846,-1.1196885778056835,-0.288541085302871,-0.40967609299032576,1.8658601391580614,0.0019660329968507976,-0.036228667420455996,-0.012209023665011967,-0.22902115559708652,0.03109194605726168,-0.011163652131902523,0.018063035426736516,-0.01229851566639127,1.5137332410943185,-1.0563717888140984,1.5274528843212494,-1.2955278673463408,1.5078659627628277,-1.3800788108897133,1.469730948812112,-1.158074748773073,FN
1.0,0.0,27.0,1053.0,1.0,0.0,0.0,1.0,5.385164807134504,-1.0907708383972365,-0.7047198477214859,-0.7094302098136686,0.6081636405595373,-0.26003011049297614,-0.6912543036504517,0.6912543036504518,0.0,1.0,0.0,0.0,0.0,1.3137186524591846,-1.1196885778056835,-0.288541085302871,2.440952784675957,-0.5359458509313887,0.0019660329968507976,-0.036228667420455996,-0.012209023665011967,-0.22902115559708652,0.03109194605726168,-0.011163652131902523,0.018063035426736516,-0.01229851566639127,1.5137332410943185,-1.0563717888140984,1.5274528843212494,-1.2955278673463408,1.5078659627628277,-1.3800788108897133,1.469730948812112,-1.158074748773073,TP
0.0,1.0,36.0,4042.0,1.0,0.0,0.0,1.0,-0.18569533817705186,0.9167828519044258,0.053345327118359445,0.28710788043678187,0.6081636405595373,-0.26003011049297614,-0.6912543036504517,0.6912543036504518,0.0,1.0,0.0,0.0,0.0,1.3137186524591846,-1.1196885778056835,-0.288541085302871,-0.40967609299032576,1.8658601391580614,-0.0010069832168626643,0.02835787298058641,-0.038878675735115255,-0.17369749528373854,-0.01503682918566206,-0.00924499268097573,-0.0011178856513969558,0.0008249887731651487,-0.7242390964141415,0.8594588773743963,-0.6491424104001736,0.8535490334693517,-0.7362767568644178,0.8328250465402945,-0.4764619377035854,0.8635021194093468,TP
0.0,0.0,22.0,5951.0,1.0,0.0,1.0,0.0,-0.18569533817705186,-1.0907708383972365,-1.1258671670769556,0.9235719869232689,0.6081636405595373,-0.26003011049297614,1.446645604546822,-1.4466456045468217,1.0,0.0,0.0,0.0,1.0,1.3137186524591846,-1.1196885778056835,-0.288541085302871,-0.40967609299032576,1.8658601391580614,-0.0010069832168626643,0.02835787298058641,-0.038878675735115255,-0.17369749528373854,-0.01503682918566206,-0.00924499268097573,-0.0011178856513969558,0.0008249887731651487,-0.7242390964141415,0.8594588773743963,-0.6491424104001736,0.8535490334693517,-0.7362767568644178,0.8328250465402945,-0.4764619377035854,0.8635021194093468,FP
0.0,0.0,19.0,983.0,0.0,0.0,1.0,0.0,-0.18569533817705186,-1.0907708383972365,-1.3785555586902374,-0.7327683383909624,-1.644294287438749,-0.26003011049297614,1.446645604546822,-1.4466456045468217,1.0,0.0,0.0,1.0,0.0,-0.7611979917678671,0.8931054757741278,-0.288541085302871,-0.40967609299032576,-0.5359458509313887,-0.0010069832168626643,0.02835787298058641,-0.038878675735115255,-0.17369749528373854,-0.01503682918566206,-0.00924499268097573,-0.0011178856513969558,0.0008249887731651487,-0.7242390964141415,0.8594588773743963,-0.6491424104001736,0.8535490334693517,-0.7362767568644178,0.8328250465402945,-0.4764619377035854,0.8635021194093468,FN
0.0,1.0,38.0,10623.0,0.0,0.0,0.0,1.0,-0.18569533817705186,0.9167828519044258,0.2218042548605473,2.481225368539229,-1.644294287438749,-0.26003011049297614,-0.6912543036504517,0.6912543036504518,0.0,1.0,0.0,0.0,0.0,-0.7611979917678671,-1.1196885778056835,3.4657109539538147,-0.40967609299032576,-0.5359458509313887,-0.0010069832168626643,0.02835787298058641,-0.038878675735115255,-0.17369749528373854,-0.01503682918566206,-0.00924499268097573,-0.0011178856513969558,0.0008249887731651487,-0.7242390964141415,0.8594588773743963,-0.6491424104001736,0.8535490334693517,-0.7362767568644178,0.8328250465402945,-0.4764619377035854,0.8635021194093468,TP
0.0,1.0,47.0,1393.0,1.0,0.0,0.0,1.0,-0.18569533817705186,0.9167828519044258,0.9798694297003926,-0.5960735852953838,0.6081636405595373,-0.26003011049297614,-0.6912543036504517,0.6912543036504518,0.0,1.0,0.0,0.0,0.0,-0.7611979917678671,0.8931054757741278,-0.288541085302871,-0.40967609299032576,-0.5359458509313887,-0.0010069832168626643,0.02835787298058641,-0.038878675735115255,-0.17369749528373854,-0.01503682918566206,-0.00924499268097573,-0.0011178856513969558,0.0008249887731651487,-0.7242390964141415,0.8594588773743963,-0.6491424104001736,0.8535490334693517,-0.7362767568644178,0.8328250465402945,-0.4764619377035854,0.8635021194093468,TP
