age,priors_count,sex_Female,sex_Male,race_African-American,race_Asian,race_Caucasian,race_Hispanic,race_Native American,race_Other,Shap_age,Shap_priors_count,Shap_sex_Female,Shap_sex_Male,Shap_race_African-American,Shap_race_Asian,Shap_race_Caucasian,Shap_race_Hispanic,Shap_race_Native American,Shap_race_Other,predicted_class,true_class,errors,TP,TN,FN,FP,Error_Type
-0.7468448352760715,-0.0940658175406463,-0.49473441310662297,0.4947344131066228,0.9811674003693813,-0.06764091524776994,-0.7161577795769952,-0.31391484153426014,-0.05272555466162957,-0.2399825473584469,0.04945737953741264,0.0005549337496800666,-0.21397764558889554,-0.2806096917852163,0.4420267597967842,-0.04902394207485217,0.7956854796726281,0.15979578524136145,0.03560932806164018,-0.144069203841166,0.0,0.0,0.0,0.0,1.0,0.0,0.0,TN
0.42671393728895557,0.11122043076543142,2.0212865196108454,-2.0212865196108454,-1.019194073940419,-0.06764091524776994,-0.7161577795769952,3.185577321264887,-0.05272555466162957,-0.2399825473584469,1.4797415028582361,0.02341706434761262,-1.3332988313125715,-1.4898586236282922,0.015616301566279094,0.15714051931752834,0.4400763435471566,1.9669459191597056,0.03560932806164018,0.27552180278946675,0.0,1.0,1.0,0.0,0.0,1.0,0.0,FN
-1.1659729683350097,-0.5046383141528017,-0.49473441310662297,0.4947344131066228,-1.019194073940419,-0.06764091524776994,1.396340343591127,-0.31391484153426014,-0.05272555466162957,-0.2399825473584469,-1.0727181971861524,0.6178615662078467,-0.33520017384974116,-0.40277114411930315,0.3410331838730912,0.10797650294451598,1.0174702535039502,0.15816519246155158,0.03560932806164018,0.5315650099515199,,,,,,,,
-0.7468448352760715,0.7270791756836645,-0.49473441310662297,0.4947344131066228,-1.019194073940419,-0.06764091524776994,1.396340343591127,-0.31391484153426014,-0.05272555466162957,-0.2399825473584469,0.08955024361711644,-0.6669582844053561,0.09062388660499733,0.19572952429396126,1.0537837925449387,0.06972589631220188,1.4443554135129568,0.202069812477211,0.03560932806164018,0.19288239893503772,1.0,0.0,1.0,0.0,0.0,0.0,1.0,FP
0.0075858042300173375,-0.7099245624588795,2.0212865196108454,-2.0212865196108454,-1.019194073940419,-0.06764091524776994,-0.7161577795769952,3.185577321264887,-0.05272555466162957,-0.2399825473584469,0.5733499331067348,0.8198539654857556,1.246348761674981,1.561016635808213,0.3030780560424853,0.0017547421499707347,1.3737132328910062,2.8341015152099054,0.03560932806164018,-0.2210362846879892,1.0,0.0,1.0,0.0,0.0,0.0,1.0,FP
-0.9144960884996468,0.11122043076543142,2.0212865196108454,-2.0212865196108454,0.9811674003693813,-0.06764091524776994,-0.7161577795769952,-0.31391484153426014,-0.05272555466162957,-0.2399825473584469,-0.6089064223700281,-0.2981166116825511,3.7359687665553385,3.064852177899851,0.621764459630805,0.12113125578476654,1.012499697735484,-0.036626744921174924,0.03560932806164018,0.21059502277115819,,,,,,,,
0.17523705745359264,4.216945396886986,-0.49473441310662297,0.4947344131066228,0.9811674003693813,-0.06764091524776994,-0.7161577795769952,-0.31391484153426014,-0.05272555466162957,-0.2399825473584469,0.10673011089747443,-2.4150558131999302,-0.39596831140439054,-0.4922766820517843,-1.2801594082898935,-0.013682136204601814,-0.04884286201488316,-0.7697875185275109,0.03560932806164018,-0.5124228079602166,0.0,1.0,1.0,0.0,0.0,1.0,0.0,FN
1.4326214566304074,-0.7099245624588795,2.0212865196108454,-2.0212865196108454,-1.019194073940419,-0.06764091524776994,-0.7161577795769952,-0.31391484153426014,-0.05272555466162957,4.166969685951214,0.4923699922723299,0.6777512999271327,1.1223096020239074,2.060375420439675,0.6124188759228207,-0.0655228842923876,0.7921880018855656,-0.22511444378880754,0.03560932806164018,1.2173325178683219,1.0,0.0,1.0,0.0,0.0,0.0,1.0,FP
-1.2497985949467973,-0.7099245624588795,-0.49473441310662297,0.4947344131066228,0.9811674003693813,-0.06764091524776994,-0.7161577795769952,-0.31391484153426014,-0.05272555466162957,-0.2399825473584469,-2.005384594586818,0.9790578929026438,-0.1209880572922035,-0.11892518431822748,1.1313351008230579,-0.00016830681119939437,0.10156972595673015,0.18965111125308923,0.03560932806164018,0.2708693466138637,0.0,0.0,0.0,0.0,1.0,0.0,0.0,TN
-0.07623982238177031,-0.5046383141528017,2.0212865196108454,-2.0212865196108454,0.9811674003693813,-0.06764091524776994,-0.7161577795769952,-0.31391484153426014,-0.05272555466162957,-0.2399825473584469,-0.058366915904975336,0.5251735478630766,-2.7564730527822934,-1.384282133155308,-0.48269956245616946,-0.0831545375424166,0.9192912793664195,-0.4150780122979067,0.03560932806164018,-0.23904167515631178,,,,,,,,
-0.07623982238177031,-0.0940658175406463,-0.49473441310662297,0.4947344131066228,0.9811674003693813,-0.06764091524776994,-0.7161577795769952,-0.31391484153426014,-0.05272555466162957,-0.2399825473584469,0.7814014649419712,-0.15573644079149251,0.27637361870466687,0.24270536320606872,-0.11956316759231367,0.06344877056559871,-0.011077989744080578,-0.17451066108692495,0.03560932806164018,0.12758160739464963,0.0,0.0,0.0,0.0,1.0,0.0,0.0,TN
1.4326214566304074,-0.7099245624588795,2.0212865196108454,-2.0212865196108454,-1.019194073940419,-0.06764091524776994,1.396340343591127,-0.31391484153426014,-0.05272555466162957,-0.2399825473584469,-0.0014637406033821013,0.37104403657088253,-1.9542264370830256,-1.1856041257910246,0.028307808675842146,-0.06290010492604388,-1.4928295497724522,-0.32168580741087194,0.03560932806164018,-0.18039000521872017,1.0,1.0,0.0,1.0,0.0,0.0,0.0,TP
1.2649702034068322,-0.5046383141528017,2.0212865196108454,-2.0212865196108454,-1.019194073940419,-0.06764091524776994,1.396340343591127,-0.31391484153426014,-0.05272555466162957,-0.2399825473584469,0.8643482442217669,1.1926835686353547,1.4583862969699968,1.8621208466224015,0.12639765650741966,-0.11047986056265734,-0.7491441765269731,-0.2667957592170698,0.03560932806164018,-0.04445416273052473,0.0,0.0,0.0,0.0,1.0,0.0,0.0,TN
-0.9983217151114344,-0.0940658175406463,-0.49473441310662297,0.4947344131066228,-1.019194073940419,-0.06764091524776994,-0.7161577795769952,3.185577321264887,-0.05272555466162957,-0.2399825473584469,-0.6637565949561561,-0.9108408324721062,0.16515573161048924,0.13808191329678604,1.2275645344845818,0.1582158603072726,0.1684098477967046,1.3175789370443087,0.03560932806164018,-0.21333357652337936,0.0,0.0,0.0,0.0,1.0,0.0,0.0,TN
-0.8306704618878592,0.31650667907150914,-0.49473441310662297,0.4947344131066228,0.9811674003693813,-0.06764091524776994,-0.7161577795769952,-0.31391484153426014,-0.05272555466162957,-0.2399825473584469,-0.6148113658819295,-2.149102608778062,-0.5646882369664233,-0.5561328503713004,-0.7155499738866805,-0.08064367672748049,0.10151751448754356,-0.11602099657807433,0.03560932806164018,-0.14013541160630583,0.0,1.0,1.0,0.0,0.0,1.0,0.0,FN
-0.7468448352760715,-0.0940658175406463,-0.49473441310662297,0.4947344131066228,0.9811674003693813,-0.06764091524776994,-0.7161577795769952,-0.31391484153426014,-0.05272555466162957,-0.2399825473584469,0.04945737953741264,0.0005549337496800666,-0.21397764558889554,-0.2806096917852163,0.4420267597967842,-0.04902394207485217,0.7956854796726281,0.15979578524136145,0.03560932806164018,-0.144069203841166,,,,,,,,
-0.8306704618878592,0.31650667907150914,-0.49473441310662297,0.4947344131066228,0.9811674003693813,-0.06764091524776994,-0.7161577795769952,-0.31391484153426014,-0.05272555466162957,-0.2399825473584469,-0.6148113658819295,-2.149102608778062,-0.5646882369664233,-0.5561328503713004,-0.7155499738866805,-0.08064367672748049,0.10151751448754356,-0.11602099657807433,0.03560932806164018,-0.14013541160630583,,,,,,,,
-1.1659729683350097,-0.5046383141528017,-0.49473441310662297,0.4947344131066228,-1.019194073940419,-0.06764091524776994,1.396340343591127,-0.31391484153426014,-0.05272555466162957,-0.2399825473584469,-1.0727181971861524,0.6178615662078467,-0.33520017384974116,-0.40277114411930315,0.3410331838730912,0.10797650294451598,1.0174702535039502,0.15816519246155158,0.03560932806164018,0.5315650099515199,,,,,,,,
-0.24389107560534562,-0.0940658175406463,-0.49473441310662297,0.4947344131066228,0.9811674003693813,-0.06764091524776994,-0.7161577795769952,-0.31391484153426014,-0.05272555466162957,-0.2399825473584469,0.6135175956223465,-0.6366503533488974,0.06307988295921267,0.03739333620233157,-0.45059519304577794,0.04615734635394308,-0.02453521606935482,0.07677643251955155,0.03560932806164018,-0.3489030032663116,1.0,1.0,0.0,1.0,0.0,0.0,0.0,TP
-0.6630192086642839,0.31650667907150914,-0.49473441310662297,0.4947344131066228,0.9811674003693813,-0.06764091524776994,-0.7161577795769952,-0.31391484153426014,-0.05272555466162957,-0.2399825473584469,-0.5659749533343015,-1.2317543500839065,-0.12078728324410504,-0.15992391015159704,-1.7230432119670573,-0.12264495930545882,-1.0900034764520516,-0.017291452654724128,0.03560932806164018,-0.10347359282659949,1.0,1.0,0.0,1.0,0.0,0.0,0.0,TP
